User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
Find the top 5 products with the highest sales revenue.,"SELECT p.ProductName, SUM(od.Quantity * od.UnitPrice) AS SalesRevenue FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName ORDER BY SalesRevenue DESC LIMIT 5;","```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity * od.UnitPrice) AS SalesRevenue
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY SalesRevenue DESC
LIMIT 5;
```",Both queries correctly calculate the top 5 products by sales revenue; the difference in columns does not affect the result.,"SELECT p.ProductID, SUM(od.Quantity * od.UnitPrice) AS TotalRevenue FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID GROUP BY p.ProductID ORDER BY TotalRevenue DESC LIMIT 5;","The generated query selects ProductID while the ground truth selects ProductName, causing different outputs though they compute the same revenue.",Base
Which supplier provides the maximum number of products?,"SELECT suppliers.CompanyName, COUNT(products.ProductID) AS TotalProducts FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID GROUP BY suppliers.CompanyName ORDER BY TotalProducts DESC LIMIT 1","```sql
SELECT s.SupplierID, s.CompanyName, COUNT(p.ProductID) AS ProductCount
FROM suppliers s
JOIN products p ON s.SupplierID = p.SupplierID
GROUP BY s.SupplierID, s.CompanyName
ORDER BY ProductCount DESC
LIMIT 1;
```","Both queries correctly identify the supplier with the maximum number of products by joining suppliers and products tables, grouping by supplier, and ordering by product count in descending order. Despite minor differences in column names and aliases, the query results are the same.","SELECT suppliers.CompanyName, COUNT(products.ProductID) AS ProductCount FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID GROUP BY suppliers.CompanyName ORDER BY ProductCount DESC LIMIT 1;","Both queries perform the same operations: they join the suppliers and products tables, group by supplier, count the products, and return the supplier with the maximum number of products. The only difference is the alias used for the count, which does not affect the result.",both
Which month has the highest on-time delivery rate?,"SELECT EXTRACT(MONTH FROM OrderDate) AS Month, (COUNT(CASE WHEN ShippedDate <= RequiredDate THEN OrderID END) * 100.0 / COUNT(OrderID)) AS OnTimeRate FROM orders GROUP BY Month ORDER BY OnTimeRate DESC LIMIT 1;","```sql
SELECT 
    DATE_FORMAT(orders.OrderDate, '%Y-%m') AS OrderMonth,
    COUNT(orders.OrderID) AS TotalOrders,
    COUNT(orders.OrderID) FILTER (WHERE orders.ShippedDate <= orders.RequiredDate) AS OnTimeDeliveries,
    (COUNT(orders.OrderID) FILTER (WHERE orders.ShippedDate <= orders.RequiredDate) * 1.0 / COUNT(orders.OrderID)) AS OnTimeDeliveryRate
FROM 
    orders
GROUP BY 
    OrderMonth
ORDER BY 
    OnTimeDeliveryRate DESC
LIMIT 1;
```","The generated query and the ground truth query calculate on-time delivery rates by month differently. The generated query uses DATE_FORMAT to extract the year-month, whereas the ground truth query extracts only the month. The queries may produce different results if there is data spanning multiple years.","SELECT EXTRACT(MONTH FROM orders.OrderDate) AS month, (SUM(orders.ShippedDate <= orders.RequiredDate) * 100.0 / COUNT(orders.OrderID)) AS on_time_delivery_rate FROM orders GROUP BY EXTRACT(MONTH FROM orders.OrderDate) ORDER BY on_time_delivery_rate DESC LIMIT 1;","Both queries calculate the on-time delivery rate for each month, then order the results to find the month with the highest rate. They differ slightly in implementation but will yield the same result.",FT
Calculate the total sales and total discount for each product.,"SELECT ProductID, SUM(UnitPrice * Quantity * (1 - Discount)) AS TotalSales, SUM(UnitPrice * Quantity * Discount) AS TotalDiscount FROM [Order Details] GROUP BY ProductID;","```sql
SELECT 
    [Order Details].ProductID,
    SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales,
    SUM([Order Details].UnitPrice * [Order Details].Quantity * [Order Details].Discount) AS TotalDiscount
FROM 
    [Order Details]
JOIN 
    orders ON [Order Details].OrderID = orders.OrderID
GROUP BY 
    [Order Details].ProductID;
```",Both queries calculate the total sales and total discount for each product by summing the adjusted price and discount amounts. The additional JOIN in the generated query does not alter the final results as it is not used in calculations or filters.,"SELECT p.ProductName, SUM(od.Quantity * od.UnitPrice) AS TotalSales, SUM(od.Quantity * od.UnitPrice * od.Discount) AS TotalDiscount FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName;","The generated query groups by ProductName and joins with products table, while the ground truth query groups by ProductID without joining, leading to different results.",Base
Find the average unit price of products supplied by each supplier.,"SELECT SupplierID, AVG(UnitPrice) AS AverageUnitPrice FROM products GROUP BY SupplierID;","```sql
SELECT SupplierID, AVG(UnitPrice) AS AverageUnitPrice
FROM products
GROUP BY SupplierID;
```",Both the generated SQL query and the ground truth query are identical and accurately answer the user's question by calculating the average unit price of products supplied by each supplier.,"SELECT suppliers.CompanyName, AVG(products.UnitPrice) AS AverageUnitPrice FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID GROUP BY suppliers.CompanyName;","The generated query groups by suppliers.CompanyName, while the ground truth groups by SupplierID. If CompanyName and SupplierID have a one-to-one correspondence, they may yield similar results. However, the generated query includes supplier names, which may not match the ground truth output format that only includes SupplierID.",Base
Which region has the highest total sales?,"SELECT Region, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY Region ORDER BY TotalSales DESC LIMIT 1;","```sql
SELECT e.Region, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.Region
ORDER BY TotalSales DESC
LIMIT 1;
```","Both queries calculate total sales per region using the same formula and constraints. The differences in spacing and aliases do not affect the outcome, as they produce the same result by grouping by region and ordering by total sales with a limit to return the highest.","SELECT Region, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY Region ORDER BY TotalSales DESC LIMIT 1;",The generated SQL query and the ground truth query are identical and will yield the same results.,both
Which shipping method tends to have the fastest fulfillment time?,"SELECT ShipVia, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AvgFulfillmentTime FROM orders GROUP BY ShipVia ORDER BY AvgFulfillmentTime ASC LIMIT 1;","```sql
SELECT ShipVia, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AverageFulfillmentTime
FROM orders
GROUP BY ShipVia
ORDER BY AverageFulfillmentTime ASC
LIMIT 1;
```","The generated SQL query and the ground truth SQL query are functionally identical. Both compute the average fulfillment time for each shipping method and order the results to find the fastest, returning the top result.","SELECT ShipVia, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AvgFulfillmentTime FROM orders GROUP BY ShipVia ORDER BY AvgFulfillmentTime ASC LIMIT 1;","The generated SQL query and the ground truth SQL query are identical and will yield the same results, accurately answering the user's question.",both
What is the total sales revenue generated monthly?,"SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID GROUP BY month","```sql
SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS month, 
       SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales 
FROM [Order Details] 
JOIN orders ON [Order Details].OrderID = orders.OrderID 
GROUP BY month 
ORDER BY month;
```","The generated SQL query accurately answers the user's question by calculating the monthly total sales revenue. The difference is the presence of an ORDER BY clause in the generated query, which sorts the results by month, but this does not affect the accuracy of the answer.","SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_revenue FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY month;","Both queries perform the same calculations to get monthly total sales revenue, differing only in table join order and alias names, which doesn't affect the result.",both
Identify suppliers whose products have the lowest average inventory.,"SELECT SupplierID, AVG(UnitsInStock) AS AverageInventory FROM products GROUP BY SupplierID ORDER BY AverageInventory ASC LIMIT 1;","```sql
SELECT p.SupplierID, AVG(p.UnitsInStock) AS AverageInventory
FROM products p
GROUP BY p.SupplierID
ORDER BY AverageInventory ASC
LIMIT 1;
```","Both queries correctly identify the supplier with the lowest average inventory of products by grouping on SupplierID and using AVG on UnitsInStock, then ordering by the result and limiting to one.","SELECT ProductID, SupplierID, ProductName, UnitsInStock FROM products WHERE UnitsInStock = (SELECT MIN(UnitsInStock) FROM products);","The generated query finds products with the lowest stock, not suppliers with the lowest average inventory across all their products.",Base
Which city has the largest number of employees based on their address?,"SELECT City, COUNT(EmployeeID) AS EmployeeCount FROM employees GROUP BY City ORDER BY EmployeeCount DESC LIMIT 1;","```sql
SELECT City, COUNT(*) AS EmployeeCount
FROM employees
GROUP BY City
ORDER BY EmployeeCount DESC
LIMIT 1;
```","Both queries group employees by City and count the number of employees, ordering by the count in descending order and limiting the result to the top city.","SELECT City, COUNT(EmployeeID) AS NumEmployees FROM employees GROUP BY City ORDER BY NumEmployees DESC LIMIT 1;",Both queries count employees by city and return the city with the most employees. Column aliases differ but do not affect the result.,both
Which orders include products that are currently out of stock?,SELECT DISTINCT OrderID FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID WHERE products.UnitsInStock = 0;,"```sql
SELECT DISTINCT od.OrderID
FROM [Order Details] od
JOIN products p ON od.ProductID = p.ProductID
WHERE p.UnitsInStock = 0;
```","Both queries select distinct OrderIDs from the [Order Details] table, joining with the products table where UnitsInStock is 0. The structure and logic are the same, ensuring identical results.",SELECT o.OrderID FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID JOIN products p ON od.ProductID = p.ProductID WHERE p.UnitsInStock = 0;,"Both queries retrieve OrderIDs of orders that have products with 0 units in stock. They join Order Details with products to check the stock status, ensuring the correct orders are selected.",both
How many orders were shipped with each shipping method?,"SELECT ShipVia, COUNT(*) AS OrdersShipped FROM orders GROUP BY ShipVia;","```sql
SELECT ShipVia, COUNT(OrderID) AS OrderCount
FROM orders
GROUP BY ShipVia;
```",Both queries count the number of orders for each shipping method by grouping on the 'ShipVia' column. They are functionally equivalent despite slight differences in alias naming and COUNT argument.,"SELECT ShipVia, COUNT(OrderID) AS OrdersCount FROM orders GROUP BY ShipVia;",Both queries count the number of orders (OrderID or *) grouped by the shipping method (ShipVia). They are functionally equivalent and will yield the same results.,both
Which orders were delivered on time in 2023?,SELECT orders.OrderID FROM orders WHERE orders.ShippedDate <= orders.RequiredDate AND orders.OrderDate BETWEEN '2023-01-01' AND '2023-12-31',"```sql
SELECT * FROM orders WHERE ShippedDate <= RequiredDate AND YEAR(OrderDate) = 2023
```","Both queries select orders where the ShippedDate is on or before the RequiredDate and filter for orders in 2023, either by checking the year or using a date range.",SELECT OrderID FROM orders WHERE ShippedDate <= RequiredDate AND YEAR(OrderDate) = 2023;,Both queries filter orders where ShippedDate is on or before RequiredDate and are placed in 2023. The difference in representing the 2023 year criteria does not affect the outcome.,both
