User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
What is the difference in fulfillment time for on-time and late orders each month?,"SELECT TO_CHAR(OrderDate, 'YYYY-MM') AS OrderMonth, AVG(CASE WHEN ShippedDate <= RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) AS OnTimeFulfillment, AVG(CASE WHEN ShippedDate > RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) AS LateFulfillment FROM orders GROUP BY TO_CHAR(OrderDate, 'YYYY-MM');","```sql
SELECT 
    DATE_FORMAT(OrderDate, '%Y-%m') AS Month,
    AVG(CASE WHEN ShippedDate <= RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) AS OnTimeFulfillmentTime,
    AVG(CASE WHEN ShippedDate > RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) AS LateFulfillmentTime,
    AVG(CASE WHEN ShippedDate > RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) - AVG(CASE WHEN ShippedDate <= RequiredDate THEN DATEDIFF(ShippedDate, OrderDate) END) AS FulfillmentTimeDifference
FROM 
    orders
GROUP BY 
    Month
```","The generated query computes an additional column, FulfillmentTimeDifference, which the ground truth query does not include.","SELECT month, AVG(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN orders.Freight ELSE NULL END) - AVG(CASE WHEN orders.ShippedDate > orders.RequiredDate THEN orders.Freight ELSE NULL END) AS fulfillment_difference FROM orders GROUP BY month;","The generated query calculates the difference in freight cost between on-time and late orders, while the ground truth query calculates the difference in fulfillment time by comparing the average days between OrderDate and ShippedDate.",None
How many different products have been sold in total?,SELECT COUNT(DISTINCT ProductID) AS TotalUniqueProducts FROM [Order Details];,"```sql
SELECT COUNT(DISTINCT ProductID) AS DifferentProductsSold
FROM [Order Details];
```","Both queries count distinct ProductID values in the [Order Details] table, answering the user's question accurately.",SELECT COUNT(DISTINCT ProductID) AS UniqueProducts FROM `Order Details`;,"Both queries count distinct ProductID values from the 'Order Details' table, providing the total number of different products sold.",both
Which city has the highest number of customers?,"SELECT City, COUNT(CustomerID) AS NumberOfCustomers FROM customers GROUP BY City ORDER BY NumberOfCustomers DESC LIMIT 1;","```sql
SELECT City, COUNT(CustomerID) AS CustomerCount
FROM customers
GROUP BY City
ORDER BY CustomerCount DESC
LIMIT 1;
```","Both queries group customers by city, count the number of customers per city, and return the city with the highest number of customers, sorted in descending order by count, limiting the result to one record.","SELECT City, COUNT(CustomerID) AS NumberOfCustomers FROM customers GROUP BY City ORDER BY NumberOfCustomers DESC LIMIT 1;","The generated SQL query is identical to the ground truth query in structure and logic, both selecting the city with the highest number of customers.",both
What is the reorder frequency for each product?,"SELECT ProductName, COUNT(*) AS ReorderCount FROM products WHERE UnitsInStock < ReorderLevel GROUP BY ProductName;","```sql
SELECT
    p.ProductID,
    p.ProductName,
    COUNT(o.OrderID) AS ReorderFrequency
FROM
    products p
LEFT JOIN
    [Order Details] o ON p.ProductID = o.ProductID
WHERE
    p.UnitsOnOrder > 0
GROUP BY
    p.ProductID, p.ProductName;
```","The generated query counts orders where units are on order, while the ground truth query considers products with stock below reorder level, which are different criteria for reorder frequency.","SELECT ProductID, COUNT(*) AS ReorderCount FROM [Order Details] WHERE ProductID IN (SELECT ProductID FROM products WHERE UnitsInStock + UnitsOnOrder <= ReorderLevel) GROUP BY ProductID;","The generated query counts orders for products below reorder level, while the ground truth counts products below reorder level directly.",None
Which products need to be reordered based on current inventory levels?,"SELECT ProductID, ProductName FROM products WHERE UnitsInStock < ReorderLevel;","```sql
SELECT ProductID, ProductName, UnitsInStock, ReorderLevel
FROM products
WHERE UnitsInStock <= ReorderLevel;
```","The generated query returns products with UnitsInStock equal to ReorderLevel, while the ground truth query does not.",SELECT ProductName FROM products WHERE UnitsInStock < ReorderLevel;,"The generated SQL query only selects ProductName, whereas the ground truth query selects both ProductID and ProductName. They yield different results.",None
What is the average shipping cost per order per month?,"SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS month, AVG(orders.Freight) AS avg_shipping_cost FROM orders GROUP BY month","```sql
SELECT EXTRACT(YEAR FROM orders.OrderDate) AS year, EXTRACT(MONTH FROM orders.OrderDate) AS month, AVG(orders.Freight) AS average_shipping_cost_per_order
FROM orders
GROUP BY year, month
ORDER BY year, month;
```",Both queries calculate the average shipping cost per month per year. The generated query extracts year and month separately but achieves the same grouping level.,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, AVG(Freight) AS AvgShippingCost FROM orders GROUP BY Month;",Both queries calculate the average shipping cost (Freight) per month using the same logic and grouping. The difference in alias naming does not affect the result.,both
What is the total number of products sold to each country?,"SELECT orders.ShipCountry, SUM([Order Details].Quantity) AS TotalProductsSold FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY orders.ShipCountry;","```sql
SELECT o.ShipCountry, SUM(od.Quantity) AS TotalProductsSold
FROM orders o
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY o.ShipCountry;
```",Both queries correctly calculate the total number of products sold to each country by joining the 'orders' and 'Order Details' tables on the OrderID and grouping by ShipCountry.,"SELECT ShipCountry, SUM([Order Details].Quantity) AS TotalProductsSold FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipCountry;","Both queries will yield the same results as they group by ShipCountry from the orders table, which is the same in both cases.",both
Which suppliers have shipped orders on time this year?,SELECT DISTINCT suppliers.CompanyName FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN [Order Details] ON products.ProductID = [Order Details].ProductID JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE YEAR(orders.ShippedDate) = YEAR(CURRENT_DATE) AND orders.RequiredDate >= orders.ShippedDate;,"```sql
SELECT DISTINCT s.SupplierID, s.CompanyName
FROM suppliers s
JOIN products p ON s.SupplierID = p.SupplierID
JOIN [Order Details] od ON p.ProductID = od.ProductID
JOIN orders o ON od.OrderID = o.OrderID
WHERE YEAR(o.OrderDate) = YEAR(CURRENT_DATE) 
AND o.ShippedDate <= o.RequiredDate;
```","Both queries identify suppliers who shipped orders on time this year, ensuring ShippedDate is within the same year and on or before the RequiredDate.","SELECT suppliers.SupplierID, suppliers.CompanyName FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN [Order Details] ON products.ProductID = [Order Details].ProductID JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-12-31' AND orders.ShippedDate <= orders.RequiredDate GROUP BY suppliers.SupplierID, suppliers.CompanyName;","The generated query checks for orders within the year 2023 using a fixed date range, while the ground truth checks based on the current year dynamically using the YEAR function. Additionally, the generated query groups by SupplierID and CompanyName, whereas the ground truth uses DISTINCT to avoid duplication without grouping.",Base
Which orders were never shipped?,SELECT OrderID FROM orders WHERE ShippedDate IS NULL;,"```sql
SELECT * 
FROM orders 
WHERE ShippedDate IS NULL;
```","The generated query selects all columns, whereas the ground truth query selects only the 'OrderID' column, resulting in different output structures.",SELECT o.OrderID FROM orders o WHERE o.ShippedDate IS NULL,"Both queries select OrderID from orders where ShippedDate is NULL, meaning the orders were never shipped.",FT
What is the average order fulfillment time for each month?,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS OrderMonth, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AvgFulfillmentTime FROM orders GROUP BY OrderMonth;","```sql
SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AverageFulfillmentTime
FROM orders
GROUP BY Month
```","Both queries calculate the average order fulfillment time per month. They select the same columns, apply the same aggregation function, and group the results identically, differing only in alias names which do not affect the outcome.","SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, AVG(DATEDIFF(ShippedDate, OrderDate)) AS AvgFulfillmentTime FROM orders GROUP BY Month;","The generated SQL query and the ground truth SQL query both calculate the average order fulfillment time for each month using the same logic. The only difference is the alias name used in the GROUP BY clause, which does not affect the result.",both
What percentage of orders are delivered in the same city?,SELECT (COUNT(*) FILTER (WHERE ShipAddress LIKE '%' || ShipCity || '%'))::NUMERIC / COUNT(*) AS SameCityDeliveryPercentage FROM orders;,"```sql
SELECT 
  (COUNT(CASE WHEN ShipCity = RequiredCity THEN 1 END) * 100.0 / COUNT(OrderID)) AS PercentageDeliveredInSameCity
FROM 
  orders
JOIN 
  (SELECT DISTINCT ShipCity AS RequiredCity FROM orders) AS RequiredCities
ON 
  ShipCity = RequiredCity;
```","The generated query joins with distinct cities and checks equality, whereas the ground truth query checks if the ShipAddress contains the ShipCity, which can yield different results.",SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM orders) AS SameCityPercentage FROM orders WHERE ShipPostalCode = PostalCode;,"The generated query compares postal codes for same-city delivery, while the ground truth checks if the shipping address contains the ship city name.",None
Which products have the highest sales volume?,"SELECT ProductID, SUM(Quantity) AS TotalSalesVolume FROM [Order Details] GROUP BY ProductID ORDER BY TotalSalesVolume DESC;","```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalSalesVolume
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY TotalSalesVolume DESC;
```","Both queries calculate the total sales volume for each product and order by the highest sales volume. The generated query includes product names, but this does not affect the sales volume calculation.","SELECT p.ProductName, SUM(od.Quantity) AS TotalSold FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName ORDER BY TotalSold DESC;","The generated query returns product names with sales volume, while the ground truth returns product IDs with sales volume. They do not yield the same results as they contain different columns.",Base
What is the average shipping cost per order on a monthly basis?,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, AVG(Freight) AS AverageShippingCost FROM orders GROUP BY DATE_FORMAT(OrderDate, '%Y-%m');","```sql
SELECT 
    DATE_FORMAT(OrderDate, '%Y-%m') AS Month, 
    AVG(Freight) AS Average_Shipping_Cost
FROM 
    orders
GROUP BY 
    Month;
```","Both queries calculate the average shipping cost per order on a monthly basis using the same logic. The generated query uses an alias for 'DATE_FORMAT(OrderDate, '%Y-%m')' for readability but the grouping and calculation remain consistent with the ground truth query.","SELECT TO_CHAR(OrderDate, 'YYYY-MM') AS Month, AVG(Freight) AS AvgShippingCost FROM orders GROUP BY Month ORDER BY Month;","Both queries calculate the average shipping cost per order on a monthly basis by formatting the OrderDate into year-month format and grouping by this formatted date. The function used to format the date differs (TO_CHAR vs DATE_FORMAT), but the logic and result are identical.",both
What is the trend in the number of orders over time?,"SELECT DATE_TRUNC('month', OrderDate) AS Month, COUNT(OrderID) AS OrderCount FROM orders GROUP BY Month ORDER BY Month;","```sql
SELECT DATE_TRUNC('month', OrderDate) AS Month, COUNT(OrderID) AS NumberOfOrders
FROM orders
GROUP BY Month
ORDER BY Month;
```",Both queries calculate the number of orders by month and order the results chronologically. The column alias difference does not affect the query results.,"SELECT OrderDate, COUNT(OrderID) AS NumberOfOrders FROM orders GROUP BY OrderDate ORDER BY OrderDate;","The generated query groups by exact order dates, while the ground truth groups by month.",Base
What is the total order quantity for orders shipped by different freight companies?,"SELECT ShipVia, SUM([Order Details].Quantity) AS TotalQuantity FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY ShipVia;","```sql
SELECT ShipVia, SUM([Order Details].Quantity) AS TotalQuantity
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY ShipVia;
```",Both queries calculate the total order quantity for each freight company by grouping on 'ShipVia' and summing the 'Quantity' from the 'Order Details'. The queries are functionally equivalent and yield the same results.,"SELECT Freight, SUM(Quantity) AS TotalOrderQuantity FROM (SELECT o.Freight, od.Quantity FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID) AS freightOrders GROUP BY Freight;","The generated query groups by Freight, while the ground truth query groups by ShipVia, which represents different freight companies. Additionally, the generated query may not account for identical freight values linked to different ShipVia codes.",Base
Identify the product with the highest inventory turnover ratio.,"SELECT p.ProductID, p.ProductName FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductID, p.ProductName ORDER BY SUM(od.Quantity * od.UnitPrice) / NULLIF(AVG(p.UnitsInStock), 0) DESC LIMIT 1;","```sql
SELECT p.ProductID, p.ProductName, 
       SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY InventoryTurnoverRatio DESC
LIMIT 1;
```","Both queries calculate the inventory turnover ratio using the formula SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock), and they order the results to find the product with the highest ratio. The ground truth query includes NULLIF to prevent division by zero, which is a safety check, but this won't affect the correctness of the result assuming no zero stock. Both queries ultimately return the product with the highest inventory turnover ratio.","SELECT p.ProductID, p.ProductName, (SUM(od.Quantity * od.UnitPrice) / NULLIF(AVG(p.UnitsInStock), 0)) AS InventoryTurnoverRatio FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductID, p.ProductName ORDER BY InventoryTurnoverRatio DESC LIMIT 1;","Both queries compute the inventory turnover ratio using the same formula and order the results to find the product with the highest ratio. Although the generated query names the computed column, it does not affect the final result.",both
